,tweet_id,created_at,full_text,user_id,tweet_type,retweeted_id
0,1532424267975266304,Thu Jun 02 18:09:51 +0000 2022,"@SydneyLWatson Basically your saying men don’t get abuse either, what happened to equality, stop blaming men, it’s high time women start being accountable as well for abuse as well, you want equality but you renounce it at the same fucking time",434730526,Reply Tweet,
0,1532424267383676930,Thu Jun 02 18:09:51 +0000 2022,"Speaking entirely personally as a male victim of abuse, today's verdict isn't a 'win for abused men' but a chilling precedent that will prompt abusers to silence and punish survivors in defamation suits. Abused men and boys were already winning within #MeToo.",8838382,Retweet,1532199905078280193
0,1532424267341570048,Thu Jun 02 18:09:51 +0000 2022,"One of the most common concerns we hear from student survivors who call @EqualRightsAdv for help is that they will be dragged into a defamation suit for (truthfully) reporting or speaking out about their abuse.

After seeing this trial and verdict, who could blame them? https://t.co/ikLhv6NQlz",138906158,Retweet,1532212727862636546
0,1532424267312287747,Thu Jun 02 18:09:51 +0000 2022,"@TomiLahren Guys, I have a radical idea.  Why don't we just ignore these lunatics and not give them an audience?  I'm dead serious too.  This is how they make their money.  By showing off ""angry people"" and using it in ads.  Don't give them the time of day.",1522279966049722368,Reply Tweet,
0,1532424266888712192,Thu Jun 02 18:09:50 +0000 2022,Happy birthday dear self♥️🎊 https://t.co/oYIiL54D07,1519177777332854784,Quote Tweet,
0,1532424266813259776,Thu Jun 02 18:09:50 +0000 2022,I am begging people to read this piece by @RottenInDenmark and educate yourselves on this *straightforward* case of abuse and the damage this will cause to women everywhere scared to come forward https://t.co/QaL2f3zZUB,2708334708,Retweet,1532405234751922177
0,1532424266788093952,Thu Jun 02 18:09:50 +0000 2022,An amateur archaeologist has found gold coins from the time of Julius Caesar in Britain #GoldCoins #JuliusCaesar https://t.co/pdgIrw3s7W https://t.co/N5CkroLiTX,119074969,Original Tweet,
0,1532424266620227587,Thu Jun 02 18:09:50 +0000 2022,"@YuRei_ch Sleep teleport and body temp, sleep because i can play with my american friends, teleport because i can actually meet them, and body temp because i work outside all year",1397421104558448642,Reply Tweet,
0,1532424266569895941,Thu Jun 02 18:09:50 +0000 2022,A conversation about traditional values between an American savage and normal guys. https://t.co/eeKn5BolTm,1148259282414166016,Original Tweet,
0,1532424266179825667,Thu Jun 02 18:09:50 +0000 2022,"@mjzplk @vochey88 @Fanimoemmy @Blcvxt @kkevinmug @ItsBigZuu Then support an African team ....you cant get butthurt everytime someone criticize a black player 
Strange that AWB gets abused also but no one cries racism ...or when Fred gets abused constantly",756178629554532352,Reply Tweet,
0,1532424266079162369,Thu Jun 02 18:09:50 +0000 2022,Who's responsible for underdevelopment of Africa? | One Africa https://t.co/dKH8UE40IK,1489328419947040780,Retweet,1532421817339506688
0,1532424265752104960,Thu Jun 02 18:09:50 +0000 2022,"the depp-heard verdict &amp; the abortion bans &amp; the pro-ana TikToks &amp; the submissive tradwife content &amp; the ""i don't want to think i just want to be hot"" bimbo comeback &amp; kim kardashian telling the nytimes she would eat *literal shit* if it made her look younger are all connected",128033594,Retweet,1532117986911346689
0,1532424265542533120,Thu Jun 02 18:09:50 +0000 2022,"Whatever is meant to reach us will not miss us. 

Whatever is meant to miss us with not reach us. 

Turn to Allah ﷻ",1494958323057438721,Retweet,1532409918023684096
0,1532424265529708552,Thu Jun 02 18:09:50 +0000 2022,Child abuse. https://t.co/xFXkdvyAcC,184027478,Retweet,1532423095964815370
0,1532424264607059969,Thu Jun 02 18:09:50 +0000 2022,Paintings by American artist Chesley Bonestell https://t.co/RfPNQcL2qB,1406756947064414210,Retweet,1532365349496459265
0,1532424264476938250,Thu Jun 02 18:09:50 +0000 2022,“Depp’s core claim — women advance their careers by accusing powerful men of abuse — doesn’t even hold up to the evidence…Heard is ruined; Depp is in pre-production for his next role; other alleged abusers are already copying his legal strategy.” https://t.co/OPTMIJEXnl,966911742,Retweet,1532421281072746497
0,1532424263449337856,Thu Jun 02 18:09:50 +0000 2022,"On 5/22, a report showed that the Southern Baptist Convention had covered up a familiar pattern of abuse. @C_Stroop &amp; @dr_jessjohnson discussed the report for @Rdispatches and its proposed solutions &amp; shortcomings, and the growth of Christian nationalism: https://t.co/atoOiy0Mko",1280565300719759360,Retweet,1532404901069955074
0,1532424263017320449,Thu Jun 02 18:09:50 +0000 2022,"May Allah protect us from political orphans too
 He spent 126 days when his father's shadow was on his head
 The shadow rose and it became difficult to spend even 1 day

#چھ_دن_ہوگئےلال_اے https://t.co/XnPyBB9Cuh",1033048709515431936,Retweet,1532355042610753536
0,1532424262992150529,Thu Jun 02 18:09:50 +0000 2022,"I have no idea if Trump will be indicted for this, but my God, as President, he called the Georgia Secretary of State and ordered him to go “find me 11,780 votes.” He pressured a state election official to steal an American election. If that’s not criminal, I don’t know what is. https://t.co/degjPCo9qW",1498083877725691905,Retweet,1532374179051356163
0,1532424262623150080,Thu Jun 02 18:09:49 +0000 2022,"@RosieBarton 
Onetime celebrity lawyer Michael Avenatti was sentenced to four years in prison Thursday for stealing $300,000 from the adult-film actress Stormy Daniels, whom he represented in her battles with former President Donald Trump

https://t.co/Fod930nHxk",218479755,Original Tweet,
0,1532424262530785281,Thu Jun 02 18:09:49 +0000 2022,"The mainstream media is omitting that Amber Heard had at least 1 FEMALE domestic abuse victim too

And that they and law enforcement glossed over it. 

Domestic abuse survivors matter to them though right?",514704016,Retweet,1532311344682356738
0,1532424262010687497,Thu Jun 02 18:09:49 +0000 2022,"DIRECTOR CALL OUT

I am looking for a female director to direct my Edinburgh Fringe show ALMOST ADULT. Ideally, someone with experience in fringe comedy. 

Please email me at charlotteannetilley@gmail.com by Sunday w/CVs, availability for Aug &amp; whether you have an Edinburgh base.",603515627,Retweet,1532281777502535680
0,1532424261935284227,Thu Jun 02 18:09:49 +0000 2022,"OBO is busy doing well for himself but some 70 year old men who are still living with their parents are hatin' on him. SMH

Hype your Wizkid or Burna &amp; keep the name of the greatest African to ever be in the game outta your mouth.

Davido isn't the cause of your family problems.",495412737,Retweet,1532392450282635268
0,1532424261930983424,Thu Jun 02 18:09:49 +0000 2022,"Three Juvenile Males Stomped On Cat Inside Of A Bag, Causing Her Severe Injuries - Animal Victory https://t.co/beEMuWZDrR THEY DON'T DESERVE TO BREATHE THE SAME AIR AS THE ANIMALS THEY ABUSE! CAT DESERVES JUSTICE. JERKS DESERVE TO BE BEHIND BARS FACING PUNISHMENT. SIGN+SHARE.",305665827,Original Tweet,
0,1532424261608034312,Thu Jun 02 18:09:49 +0000 2022,"New TikTok up. Some tasty post game from the Rangers Customs. Mainly Tav getting abuse 😂😂

https://t.co/4LgtN14Nxj",83221687,Retweet,1532414324374904832
0,1532424261507371019,Thu Jun 02 18:09:49 +0000 2022,"🌟 The manifesto of Tehreek Dawat-e-Faqr is:

3. Invite towards the invocation and contemplation (zikr-o-tasawur) of Ism-e-Allah Zaat. According to Sultan Bahoo, It is due to Faqr only that Divine vision (Deedar) and presence in the Mohammadan Assembly is granted. 1/2",1466834252356538370,Retweet,1532365547735760896
0,1532424261322780672,Thu Jun 02 18:09:49 +0000 2022,"@Angry_Staffer What did Greg Abbott know, and when did he know it ? https://t.co/gv4OmsEJ7X",840204133625819136,Retweet,1530352911234088960
0,1532424261134077962,Thu Jun 02 18:09:49 +0000 2022,Adult life is constantly saying to your friends let’s do something soon and suddenly 6 months have gone by,391053651,Retweet,1532086748255338497
0,1532424260966395905,Thu Jun 02 18:09:49 +0000 2022,@kevinthebooks I’m not American either. Just trapped here by circumstance lol.,1413253142603603968,Reply Tweet,
0,1532424260911869952,Thu Jun 02 18:09:49 +0000 2022,"America paid...

REPARATIONS

$1.6B - Japanese

$32M - Ottawas of MI

$31M - Chippewas of WI

$12.3M - Seminoles of FL

$105M - Sioux of SD

$81M - Klamaths of OR

$1B/44 M Acres- Alaska Natives

AID

$146B - Israel

$50B - Ukraine

To African American Descendants of Slaves - $0",2684865902,Retweet,1530039074949632006
0,1532424260899155968,Thu Jun 02 18:09:49 +0000 2022,"Here’s the peds medical grand rounds we need ALL pediatricians to hear &amp; understand re: the NIH/NICHD funded RCT’s that empower HIGH literacy rates and prevent Dyslexia.  
Lee Beers 
American Academy of Pediatrics 
American Psychia…https://t.co/nrY45POJkC https://t.co/fs3giiH3pA",2744774778,Original Tweet,
0,1532424260752396294,Thu Jun 02 18:09:49 +0000 2022,"Please retweet to help Coco find a home #DEVON #UK 
Aged 2, looking for an adult home to go n with training. She needs to be the only pet in the home.

DETAILS or APPLY👇
https://t.co/iAPZ4pbMs4
#dogs #pets #animals https://t.co/im7DSznzGs",764774799017185280,Retweet,1532418568331177992
0,1532424260328865792,Thu Jun 02 18:09:49 +0000 2022,"An $8.7 billion power plant in South Africa won’t ever make a profit because of delays, design defects and increasing opposition to coal-fired electricity generation, one of its funders said https://t.co/vZgWMZ3kRP",252766661,Retweet,1532423896057712641
0,1532424260232302592,Thu Jun 02 18:09:49 +0000 2022,"As the civil war continues in Ethiopia, the western part of Tigray has been left occupied by invading forces. Eritrean troops have been perpetrators of horrific war crimes against ethnic Tigrayans. #WithdrawEritreanTroops @ArmeniaUN @AustriaUN @NorwayUN https://t.co/HrMB7PlfDn",1505998191887585291,Retweet,1532421105977270272
0,1532424259225718784,Thu Jun 02 18:09:49 +0000 2022,sometimes it’s good to have a xanax addict for a grandma.,1490736977410408449,Original Tweet,
0,1532424258432946176,Thu Jun 02 18:09:48 +0000 2022,The states with the strictest abortion laws are also the states with the loosest gun laws.,1072651464,Retweet,1532404212205817859
0,1532424258089013262,Thu Jun 02 18:09:48 +0000 2022,"The Amber Heard-Johnny Depp trial was an orgy of misogyny

https://t.co/rTDZAVnpkw",269529202,Quote Tweet,
0,1532424257560530960,Thu Jun 02 18:09:48 +0000 2022,"Colonel Macgregor: ""The Biden administration does not want to admit that they've run a tremendous disinformation campaign and brought the world, especially Africa, to the brink of famine."" https://t.co/yze0B677EA",1459006904752033795,Retweet,1532417433771945984
0,1532424257426399233,Thu Jun 02 18:09:48 +0000 2022,"Refuge is extremely concerned that the verdict in Virginia yesterday will mean survivors of abuse are afraid to seek support, and that it will place additional barriers to accessing justice.",1520522422973259777,Retweet,1532360540919570435
0,1532424257405341698,Thu Jun 02 18:09:48 +0000 2022,"Ethiopia: Just in - EU 'Appalled' By Rights Groups Report On Abuse in Western Tigray, Calls for 'Immediate Halt to All Human Rights Violations and Abuses'. @JosepBorrellF @POTUS @SecBlinken @VP @sec_council @UN @eu_eeas @EU_Commissio @BBCAfrica… https://t.co/yt7wZWDOgP @TIGRAYL",1501401695250788353,Retweet,1532243742408818688
0,1532424257375981571,Thu Jun 02 18:09:48 +0000 2022,Adult life is constantly saying to your friends let’s do something soon and suddenly 6 months have gone by,894260689837203456,Retweet,1532086748255338497
0,1532424257287999488,Thu Jun 02 18:09:48 +0000 2022,"Germany has German Shepherd
England has Bulldog
Mexico has Chihuahua
America has American Bully
Which one does your country have?? https://t.co/UpixZcBUbG",2971335753,Retweet,1532421699077033985
0,1532424256985960450,Thu Jun 02 18:09:48 +0000 2022,"Saffron-clad Hindu sadhus are fraud (opening scene of film). But Peer Baba is Allah ka Banda. He is not only big in size but also in powers. Every ghost is scared of him.

Film Laxmii, co-produced and lead role by @akshaykumar, who played Asif, perfect match for Hindu girl Rashmi https://t.co/uuCPAoZXqn",45830303,Retweet,1532411334209327106
0,1532424256813944836,Thu Jun 02 18:09:48 +0000 2022,Black people with American flags in their bio 🚩🚩🚩🚩🚩🚩🚩🚩FOH,1129889910696157184,Quote Tweet,
0,1532424256205770761,Thu Jun 02 18:09:48 +0000 2022,"@tbardoul @45_nerd @GasliterInChief @MsNashville @BusinessInsider I don't have time to hear from you about third party bullshit.   You're a cis white man who will be fine when the Republicans take over, outlaw abortion, oppress black and brown people, ban gay marriage, and kill trans kids.   I'm muting you now.",701776308406239235,Reply Tweet,
0,1532424255987757056,Thu Jun 02 18:09:48 +0000 2022,This is not America or Europe. This is Port Alfred in South Africa🇿🇦 https://t.co/MPOeZkXUGR,1513790627292536835,Retweet,1531915111295864833
0,1532424255744376837,Thu Jun 02 18:09:48 +0000 2022,@TheTwitt18 @BouvierNicholas @Christophorous @ExInfantryGrunt @POTUS @claudetteNorm16 No im American and proud of it born in Kountze Texas and a proud texan and American,1323612600404451328,Reply Tweet,
0,1532424255723524096,Thu Jun 02 18:09:48 +0000 2022,"BREAKING NEWS: President Biden announces that he is canceling a whopping $5.8 billion in student debt for over 560,000 borrowers who attended fraudulent Corinthian Colleges, making it the largest cancelation of student debt in American history. RT TO THANK PRESIDENT BIDEN!",751882520,Retweet,1532149515926609923
0,1532424255245275144,Thu Jun 02 18:09:48 +0000 2022,"🪧 On #AfricaDay2022

""African pain shall be solved by Africans""

So #TigrayGenocide should be stoped by Africans at this #AfricaDay.
 
 📣Start contributing what you can.
@WHOAFRO @USADF @TravisLAdkins @The_EastAfrican @AfDB_Group  @WorldBankAfrica @NAACP @TheBlackCaucus",1357775619669524487,Retweet,1529733527255777282
0,1532424255006187521,Thu Jun 02 18:09:48 +0000 2022,The states with the strictest abortion laws are also the states with the loosest gun laws.,197438499,Retweet,1532404212205817859
0,1532424254494494724,Thu Jun 02 18:09:47 +0000 2022,Tonight is the night you all have been waiting for.  Big Brother Naija Reunion begins tonight. 10:00pm on Africa Magic Urban.,365111366,Retweet,1532423145507921922
0,1532424254217666560,Thu Jun 02 18:09:47 +0000 2022,Black people with American flags in their bio 🚩🚩🚩🚩🚩🚩🚩🚩FOH,1142988102346203137,Retweet,1532056389685850114
0,1532424253978681345,Thu Jun 02 18:09:47 +0000 2022,People want to vote. They just need a credible alternative. We are going house to house in Green Village. They are coming out. Here the mom was coming to vote but the 2 adult kids weren’t. We gave them a reason to and the whole family came out to vote. @Dudungubeni45 @Action4SA https://t.co/DLujzdwzEm,1513192565020975112,Retweet,1532023298401370112
0,1532424253752082435,Thu Jun 02 18:09:47 +0000 2022,"@Our_DA is turning @CityofCT into a beacon of hope for South Africa - investing in safety, taking steps to end load shedding, expanding the public transport network, and doing the basics better so that every person can live in dignity. 🇿🇦 Thanks Mayor  @geordinhl

#DAdifference https://t.co/j03fsABFQl",52823325,Retweet,1532257749291126784
0,1532424253722742806,Thu Jun 02 18:09:47 +0000 2022,"May nothing ever come in the way of you, and your love for Allah.",1135632836411756544,Retweet,1532384080561586177
0,1532424253601030144,Thu Jun 02 18:09:47 +0000 2022,"Speaking entirely personally as a male victim of abuse, today's verdict isn't a 'win for abused men' but a chilling precedent that will prompt abusers to silence and punish survivors in defamation suits. Abused men and boys were already winning within #MeToo.",1154213295122874368,Retweet,1532199905078280193
0,1532424253504626688,Thu Jun 02 18:09:47 +0000 2022,"For this small police department at the edge of the American frontier, it was a weekly tradition: shake down the city for half its budget, bungle any response to crime, then leak stories about victims to make them look bad. But now, the woke mob is trying to take all that away.",1911846990,Retweet,1531811627351384066
0,1532424253118849025,Thu Jun 02 18:09:47 +0000 2022,"Laura Ingraham blaming mass shootings on people who smoke weed is real rich. Yea, blame it on people who love nature &amp; tasty snacks instead of Republicans that are obsessed with every American open carrying an AR-15 &amp; masquerading psychos as a ""well-regulated militia"".",3238028250,Retweet,1532375920941715456
0,1532424252267409408,Thu Jun 02 18:09:47 +0000 2022,"I’ve seen support tweets for Amber with over 10k likes. I know it’s hard and you don’t want to be harassed online, but Amber needs you to stand up for her. Domestic abuse survivors need you to stand up for them. Do the right thing #IStandWithAmberHeard",1460785568221126662,Retweet,1532375092155535360
0,1532424251948552203,Thu Jun 02 18:09:47 +0000 2022,"@_E14_ @steviejayonline @DominiqueTaegon I think that’s because the things I’ve seen women do in a relationship aren’t considered “abuse” and just labeled as “crazy.”

Going through your phone, slashing tires, texting you telling you they’re going to self harm, slapping you in public, not taking accountability for their",438857586,Reply Tweet,
0,1532424251453620225,Thu Jun 02 18:09:47 +0000 2022,#ElaineBredehof is continuing to lie for Amber Heard and she is using the legal system to further abuse Johnny Depp https://t.co/d2Ctf2QiSp,1517425415882788865,Retweet,1532422549618970626
0,1532424251025784832,Thu Jun 02 18:09:47 +0000 2022,there’s a South African in London selling one gwinya for £15 😭😭😭,467440000,Retweet,1531999716250202114
0,1532424250954436608,Thu Jun 02 18:09:47 +0000 2022,Sooooooo....it's about to be a special season for Gonzaga. The Zags are bringing back a likely 1st-Team All-American and potential Wooden Award winner in @drewtimme2 https://t.co/HCOAdmW20g.,1554439140,Retweet,1532200550674071553
0,1532424250363199488,Thu Jun 02 18:09:47 +0000 2022,"47 African nations blocked the WHO amendments..

Never forget that the UK, Australia and the USA supported it.",1496834410628452356,Retweet,1532149779580571648
0,1532424250174361612,Thu Jun 02 18:09:46 +0000 2022,"@GregAbbott_TX @TxSchoolSafety Radical Abbott calls a #SpecialSession to control women and to attack innocent #trans children and their families but Not For Children who have been slaughtered?
Victims and families of #Uvalde Massacre deserve better. 
#AbbottHasBloodOnHisHands

https://t.co/XYqR0tGaJr",381732787,Reply Tweet,
0,1532424250002485249,Thu Jun 02 18:09:46 +0000 2022,"@Loki_Of_ASGRD @shazain340 #امپورٹڈ__حکومت__نامنظور
We Stand with Imran khan always Insha Allah",1515804314706628627,Reply Tweet,
0,1532424249247416320,Thu Jun 02 18:09:46 +0000 2022,Adult life is constantly saying to your friends let’s do something soon and suddenly 6 months have gone by,2197985570,Retweet,1532086748255338497
0,1532424249138417665,Thu Jun 02 18:09:46 +0000 2022,@TravisStevenRo1 @TonyMoonbeam @mike10010100 People worried that the man can't campaign aren't hellbent on losing; we're fucking angry that the selfish asshole had a stroke; hid it; and now won't give anyone any further information while he's unable to actually campaign for the seat he claims to have wanted.,1497018390392852485,Reply Tweet,
0,1532424249134161920,Thu Jun 02 18:09:46 +0000 2022,Today we’re going to pass legislation to protect our children. This is a targeted package of bills that will save lives and has overwhelming support from the American people. The Senate must join us. The #ProtectingOurKids Act will:,903008100936028163,Retweet,1532350007709409280
0,1532424249100718081,Thu Jun 02 18:09:46 +0000 2022,South Africa president Cyril Ramaphosa accused of kidnapping and bribery https://t.co/PkXrbcxRMs,1484987082,Retweet,1532369221296046080
0,1532424248819601413,Thu Jun 02 18:09:46 +0000 2022,"""We handed schools back to Churches and by 2013, we were number one in WAEC."" 

© Peter Obi 

""I beg you to participate more in politics, the society we help them abuse today will take its revenge tomorrow"".

© Peter Obi",723917451294072833,Retweet,1532126401805033475
0,1532424248786034699,Thu Jun 02 18:09:46 +0000 2022,Those journalists are angry because they had drafted fake stories. Now Chiefs took bread from their mouth😂😂,1445845600415584257,Retweet,1532324877725847553
0,1532424248517615617,Thu Jun 02 18:09:46 +0000 2022,what if someone farted while getting an abortion,1458613082188566528,Original Tweet,
0,1532424248505126912,Thu Jun 02 18:09:46 +0000 2022,@Tav_AngloPlace a woman is an adult human female,1299708371025694720,Reply Tweet,
0,1532424248416948224,Thu Jun 02 18:09:46 +0000 2022,Adult life is constantly saying to your friends let’s do something soon and suddenly 6 months have gone by,1505573385933312011,Retweet,1532086748255338497
0,1532424248006000640,Thu Jun 02 18:09:46 +0000 2022,BREAKING: The head of U.S. cyber command Paul Nakasone confirms that American military hackers have carried out cyberattacks in support of Ukraine,892827171449966592,Retweet,1532119877594529799
0,1532424247993323531,Thu Jun 02 18:09:46 +0000 2022,"@BeckettUnite Try visiting the countries of Africa. This country is not hungry. People are given money, helped when bad shit happens. Sierra Leone families live I'm the doorways of other houses. 

So fuck off telling me what I find patriotic.  I served for the Queen and feel proud of that fact",1244231795413004288,Reply Tweet,
0,1532424247771025419,Thu Jun 02 18:09:46 +0000 2022,Remember that all of these performative outrage clips you're seeing of Republicans today is to protect guns after dozens of Americans were slaughtered in the last two weeks. They're acting angry because instead of saving lives they want to save unfettered access to guns.,841408320619573250,Retweet,1532419493070262272
0,1532424247548727302,Thu Jun 02 18:09:46 +0000 2022,"On this #MothersDay2022 Tigrayan mothers are going through horrific stories. #Rape were rampant, thousands moms &amp; daughters were raped. #MothersDay2022 #Justice4TigrayanWomen #TigrayGenocide @rihanna @NLWomensrights @WAGroupnl @PMGrotenhuis… https://t.co/0uokwM9B2L",1485724571944824838,Original Tweet,
0,1532424247276093440,Thu Jun 02 18:09:46 +0000 2022,I don’t think y’all understand that he sued her because she called herself a victim of domestic abuse. Like that was the whole lawsuit. And she proved that he was indeed abusive with evidence but the jury just took away her right to call herself a victim of abuse.,874309535116255233,Retweet,1532092106348498945
0,1532424247188017155,Thu Jun 02 18:09:46 +0000 2022,@NoPajamas Growing up my Mom was/is severely allergic to it so it was never able to be around us or in the house.  As an adult that shit just looks gross to me,155595853,Reply Tweet,
0,1532424246554763264,Thu Jun 02 18:09:46 +0000 2022,lots of women celebrating depp's win today. ask yourself - did men even celebrate HALF as much when women won abuse cases in the past?,1331882441544491008,Retweet,1532091736507416579
0,1532424246445613056,Thu Jun 02 18:09:46 +0000 2022,"11. What did Zambia do right?

Each time there was Government direct intervention in Agriculture, things would go wrong!

Zambia didn’t dismantle productive farms during its 3 Land Reforms in 1970, 1975 and 1995.

It simply changed land ownership laws!
https://t.co/aCsPucg3hL",183184660,Retweet,1531696466191962112
0,1532424245921587200,Thu Jun 02 18:09:45 +0000 2022,"@deer_america @Danubell @bennyjohnson @MattWalshBlog @realDailyWire No one said that lmao, they were pointing out that not all less developed societies only have 2 genders. Plenty had more. But I understand that you are American, and therefore stupid, so it’s okay.",1480861696981798912,Reply Tweet,
0,1532424245904658432,Thu Jun 02 18:09:45 +0000 2022,"3 Palestinians were critically injured in Ya'bad today by Israeli soldiers firing a gun in their face, neck &amp; stomach. Here they're arriving for emergency treatment. May Allah give them Shifa, Ameen 🤲🏽 https://t.co/JAAATd3Z6U",1134933852,Retweet,1532344605349486592
0,1532424245589856256,Thu Jun 02 18:09:45 +0000 2022,"@BandOfBrothersQ Trump, 2016: ""As I promised on Sunday, if elected I will appoint a special prosecutor to look into Crooked Hillary's emails and get the answers the American people deserve.""

You got her this time, FOR SURE!

Any. Day. Now. ZZZZZ",1012488754471170048,Reply Tweet,
0,1532424245564907521,Thu Jun 02 18:09:45 +0000 2022,"""That's what you're graduating into ... a world that, more than ever, requires strong, principled, engaged American leadership.""

Biden Warns Naval Academy Grads of 'Brutal' Russia and an Uncertain World | https://t.co/CiMrdEpKuC https://t.co/F2SdthqoyC",2205520171,Reply Tweet,
0,1532424245069815808,Thu Jun 02 18:09:45 +0000 2022,@tasteofsanity People also need to realize that it’s not about gender. It’s about a human being who was abused. Abuse has no gender and people need to realize that now. And yes if abuse was made fun of that is solely Amber who did that.,235817320,Retweet,1532124577257644032
0,1532424244998590472,Thu Jun 02 18:09:45 +0000 2022,"women gain absolutely nothing from false accusations - we don’t get any grace from people, nor do we benefit from the « innocent until proven guilty » narrative, we are seen as liars from the very first moment we open up about our abuse.",1531238280783601664,Retweet,1532089417225146368
0,1532424244486737920,Thu Jun 02 18:09:45 +0000 2022,"@ActionDemocrat Our lax laws have allowed this. 

American children living  as if they are children of war.

It doesn't have to be this way. 

#VoteBlueToSaveOurKids 

#DemVoice1
#wtpBLUE https://t.co/O16HiZm5hB",52750235,Retweet,1532311052821712897
0,1532424244067454980,Thu Jun 02 18:09:45 +0000 2022,"As others have written this is nothing more than a backlash to the Me Too movement and without mainstream movements that can act as a counter narrative to misogyny and abuse, there will be no way to effectively address the misogyny that is at the root of all these shootings",1100802112613683200,Retweet,1531091224744103936
0,1532424243979472901,Thu Jun 02 18:09:45 +0000 2022,"Johnny Depp has won his defamation case against ex-wife Amber Heard, who he sued over claims of domestic abuse

https://t.co/CVttyeVT3o",1505324511356497927,Retweet,1532080536478527489
0,1532424243924836353,Thu Jun 02 18:09:45 +0000 2022,"🇮🇱🇺🇦 Israel has banned Western countries from supplying Ukraine with missiles manufactured using its technologies, the American news resource Axios reports.
Israel has rejected a US request to allow Berlin to supply Ukraine with anti-tank missiles manufactured in https://t.co/bX50vy7Ujn",1148259282414166016,Original Tweet,
0,1532424243652268037,Thu Jun 02 18:09:45 +0000 2022,Ya Allah forgive me.,2892535149,Retweet,1532392050766798849
0,1532424242763026437,Thu Jun 02 18:09:45 +0000 2022,🔥🔥🔥 Ghetto Legends Going back on tour. More dates to be added! Get ya tickets now at https://t.co/kFUWXxyURt https://t.co/WnIoz7jRnP,598580958,Quote Tweet,
0,1532424242649759744,Thu Jun 02 18:09:45 +0000 2022,@quantummech @B_red26 @3YearLetterman @BBCBreaking Festivals of thanks for the harvest were held by the Egyptians to honour the god Min. It’s really not an American tradition. Harvest festivals have existed around the world for centuries if not thousands of years.,1217568411179462656,Reply Tweet,
0,1532424242364563457,Thu Jun 02 18:09:45 +0000 2022,Buy American goods but it don’t mean American oil,1518702810170339328,Original Tweet,
0,1532424242255515667,Thu Jun 02 18:09:45 +0000 2022,The ACLU wants Depp to reimburse them nearly 90K for documents.  All of which was at their fingertips.  If only they had used this energy to vet Amber Heard’s abuse allegations.  #ACLUsupportsAbusers,83908062,Retweet,1531579758550601732
0,1532424242150756352,Thu Jun 02 18:09:45 +0000 2022,"Nigeria is the best basketball country in Africa.

This didn’t happen because of our leaders. It happened because of the players and staff who put their blood, sweat, &amp; tears into their work. 

Nigeria’s biggest threat from progress is Nigeria. We need change. https://t.co/jm6IDzkmZz",3331935244,Retweet,1532345206741295104
0,1532424241903128576,Thu Jun 02 18:09:44 +0000 2022,There's a new person working with my building management and while they were doing work on the pool I heard them say that they're so happy to be here because they made people back in Moscow very angry because they're trans.,2368581824,Original Tweet,
0,1532424241110519808,Thu Jun 02 18:09:44 +0000 2022,"@thecartoonhots1 Read that a few times before I understood what you meant avsjbdjdjf

I was like “she wants American moots?” XDD",1503273836409765889,Reply Tweet,
0,1532424241047556107,Thu Jun 02 18:09:44 +0000 2022,This is so spectacularly fucked up I can’t even fully grapple with the levels of misogyny on every single level of this process starting with domestic violence and abuse and ending via legally vindicated gaslighting. https://t.co/ZELncQyP2p,1415163565728743424,Retweet,1532083864641753088
0,1532424240951136257,Thu Jun 02 18:09:44 +0000 2022,Your reminder that mutual abuse does not exist. Abuse is dependent on a power imbalance. A victim fighting back is not abuse,938677309539848192,Retweet,1532087252041490432
0,1532424240145780745,Thu Jun 02 18:09:44 +0000 2022,Bill Barr confessed to malicious prosecution and abuse of office on live TV.,185962238,Retweet,1532355954871762945
0,1532424240129253376,Thu Jun 02 18:09:44 +0000 2022,"#bdsmporn &lt; Full BDSM Videos &gt; https://t.co/okOgKMQFrq
 ______________________
 *Adult Dating https://t.co/Zo6zZwMl3G https://t.co/H1zSL7Mzgc",1363049437002493954,Retweet,1532011012492238848
0,1532424240091254785,Thu Jun 02 18:09:44 +0000 2022,"I think it’s important to note that Johnny Depp is not innocent in the least bit. He was also abusive, and that’s never okay.

BUT for Amber to lie and act like she was a victim when she did more than her fair share of abuse is wild. She plotted to ruin that man’s life.",1116505583060963328,Original Tweet,
0,1532424239982137344,Thu Jun 02 18:09:44 +0000 2022,".@ITZYofficial announce 2022 North American tour and an upcoming mini-album, both called 'Checkmate'

The K-pop quintet will be making stops in eight US cities in October and November

DETAILS: https://t.co/rhVqFdQAFz https://t.co/uhfuLiu9Im",1503784745397678082,Retweet,1532245694827962368
0,1532424239894220800,Thu Jun 02 18:09:44 +0000 2022,"@DadBod4Liife @VeganAri @LesBowen Depending on how you ask the question you get wildly different results.

https://t.co/3CYv4X9MiV",1594684201,Reply Tweet,
0,1532424239785070592,Thu Jun 02 18:09:44 +0000 2022,"Nigeria is the best basketball country in Africa.

This didn’t happen because of our leaders. It happened because of the players and staff who put their blood, sweat, &amp; tears into their work. 

Nigeria’s biggest threat from progress is Nigeria. We need change. https://t.co/jm6IDzkmZz",144993253,Retweet,1532345206741295104
